source,url,path,sha256,bytes,retrieved_utc,http_status
cbp_regime,https://api.census.gov/data/2020/cbp/variables/EMP_F.json,data/raw/audit/cbp_regime/variables/2020_EMP_F.json,9e11551facbe8147b04387108e3b7c32c6238cb6a66968a5a698420a17e2b508,386,2026-09-04T16:25:37+00:00,200
cbp_regime,https://api.census.gov/data/2020/cbp/variables/EMP_N.json,data/raw/audit/cbp_regime/variables/2020_EMP_N.json,d688abfff30201daf0d56a04ecafeec5bf1edcedc93a860fca15e6c1cee04186,364,2026-09-04T16:25:37+00:00,200
cbp_regime,https://api.census.gov/data/2020/cbp/variables/EMP_N_F.json,data/raw/audit/cbp_regime/variables/2020_EMP_N_F.json,38154629490e4d6ce3897f08c1e2e72c0197e8ba45d8b7519247b54f32096ea2,407,2026-09-04T16:25:37+00:00,200
cbp_regime,https://api.census.gov/data/2021/cbp/variables/EMP.json,data/raw/audit/cbp_regime/variables/2021_EMP.json,c92ff7f63e85b545605d12487e256ff444dd030e219c97612003cdb47ed4697f,344,2026-09-04T16:25:37+00:00,200
cbp_regime,https://api.census.gov/data/2021/cbp/variables/EMP_F.json,data/raw/audit/cbp_regime/variables/2021_EMP_F.json,c5b05c3d57e5fe72dcd1b2686fc29b2bb127fafebfc55983b05e3350b5cb7c1a,386,2026-09-04T16:25:37+00:00,200
cbp_regime,https://api.census.gov/data/2021/cbp/variables/EMP_N.json,data/raw/audit/cbp_regime/variables/2021_EMP_N.json,559d92dfc4d0870e694d47065689125e85789030ff113bc3f45caa2df858d758,364,2026-09-04T16:25:37+00:00,200
cbp_regime,https://api.census.gov/data/2021/cbp/variables/EMP_N_F.json,data/raw/audit/cbp_regime/variables/2021_EMP_N_F.json,5bc9e9ca787925d311611560cd4c5cec3a9016ac6a3ae01eb485d8e3e53b7db4,407,2026-09-04T16:25:37+00:00,200
cbp_regime,https://api.census.gov/data/2022/cbp/variables/EMP.json,data/raw/audit/cbp_regime/variables/2022_EMP.json,d65065a4c72a2b3bdb7ee35fa60dbe96041008cdf3341b998c869f4b3ec9a0f7,344,2026-09-04T16:25:37+00:00,200
cbp_regime,https://api.census.gov/data/2022/cbp/variables/EMP_F.json,data/raw/audit/cbp_regime/variables/2022_EMP_F.json,53c17818c619ca1f11dbdb8a445fd915b8b9d3c5575c3a54a82a9670a5856e74,386,2026-09-04T16:25:37+00:00,200
cbp_regime,https://api.census.gov/data/2022/cbp/variables/EMP_N.json,data/raw/audit/cbp_regime/variables/2022_EMP_N.json,a8e0f144b72d61225e715b7f847ee516626ae676dae413cbffd07925d1d0c905,364,2026-09-04T16:25:37+00:00,200
